reference	text
Genesis 24:35	YHWH has blessed my master greatly. He has become great. YHWH has given him flocks and herds, silver and gold, male servants and female servants, and camels and donkeys.
Genesis 24:36	Sarah, my master’s wife, bore a son to my master when she was old. He has given all that he has to him.
Genesis 24:37	My master made me swear, saying, ‘You shall not take a wife for my son from the daughters of the Canaanites, in whose land I live,
Genesis 24:38	but you shall go to my father’s house, and to my relatives, and take a wife for my son.’
Genesis 24:39	I asked my master, ‘What if the woman will not follow me?’
Genesis 24:40	He said to me, ‘YHWH, before whom I walk, will send YHWH’s messenger with you, and prosper your way. You shall take a wife for my son from my relatives, and of my father’s house.
Genesis 24:41	Then you will be clear from my oath, when you come to my relatives. If they don’t give her to you, you shall be clear from my oath.’
Genesis 24:42	I came today to the spring, and said, ‘YHWH, the God of my master Avraham, if now you do prosper my way which I go—
Genesis 24:43	look, I am standing by this spring of water. Let it happen, that the maiden who comes out to draw, to whom I will say, “Please give me a little water from your pitcher to drink,”
Genesis 24:44	then she tells me, “Drink, and I will also draw for your camels,”—let her be the woman whom YHWH has appointed for my master’s son.’
Genesis 24:45	Before I had finished speaking in my heart, look, Rivqah came out with her pitcher on her shoulder. She went down to the spring, and drew. I said to her, ‘Please let me drink.’
Genesis 24:46	She hurried and let down her pitcher from her shoulder, and said, ‘Drink, and I will also give your camels a drink.’ So I drank, and she also gave the camels a drink.
Genesis 24:47	I asked her, and said, ‘Whose daughter are you?’ She said, ‘The daughter of Bethuel, Nahor’s son, whom Milcah bore to him.’ I put the ring on her nose, and the bracelets on her hands.
Genesis 24:48	I bowed my head, and worshiped YHWH, and blessed YHWH, the God of my master Avraham, who had led me in the right way to take my master’s brother’s daughter for his son.
Genesis 24:49	Now if you will deal kindly and truly with my master, tell me. If not, tell me, that I may turn to the right hand, or to the left.”
Genesis 24:50	Then Lavan and Bethuel answered, “The thing proceeds from YHWH. We can’t speak to you bad or good.
Genesis 24:51	Look, Rivqah is before you. Take her, and go, and let her be your master’s son’s wife, as YHWH has spoken.”
Genesis 24:52	When Avraham’s servant heard their words, he bowed himself down to the earth to YHWH.
Genesis 24:53	The servant brought out jewels of silver, and jewels of gold, and clothing, and gave them to Rivqah. He also gave precious things to her brother and her mother.
Genesis 24:54	They ate and drank, he and the people who were with him, and stayed all night. They rose up in the morning, and he said, “Send me away to my master.”
Genesis 24:55	Her brother and her mother said, “Let the young lady stay with us a few days, at least ten. After that she will go.”
Genesis 24:56	He said to them, “Don’t hinder me, since YHWH has prospered my way. Send me away that I may go to my master.”
Genesis 24:57	They said, “We will call the young lady, and ask her.”
Genesis 24:58	They called Rivqah, and said to her, “Will you go with this man?” She said, “I will go.”
Genesis 24:59	They sent away Rivqah, their sister, with her nurse, Avraham’s servant, and his men.
Genesis 24:60	They blessed Rivqah, and said to her, “Our sister, may you be the mother of thousands of ten thousands, and let your offspring possess the gate of those who hate them.”
Genesis 24:61	Rivqah arose with her ladies. They rode on the camels, and followed the person. The servant took Rivqah, and went his way.
Genesis 24:62	Yitzhak came from the way of Beer Lahai Roi, for he lived in the land of the South.
Genesis 24:63	Yitzhak went out to meditate in the field at the evening. He lifted up his eyes and looked. Look, there were camels coming.
Genesis 24:64	Rivqah lifted up her eyes, and when she saw Yitzhak, she got off the camel.
Genesis 24:65	She said to the servant, “Who is the one who is walking in the field to meet us?” The servant said, “It is my master.” She took her veil, and covered herself.
Genesis 24:66	The servant told Yitzhak all the things that he had done.
Genesis 24:67	Yitzhak brought her into his mother Sarah’s tent, and took Rivqah, and she became his wife. He loved her. So Yitzhak was comforted after his mother’s death.
Genesis 25:1	Avraham took another wife, and her name was Keturah.
Genesis 25:2	She bore him Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah.
Genesis 25:3	Jokshan became the father of Sheba, and Dedan. The sons of Dedan were Asshurim, Letushim, and Leummim.
Genesis 25:4	The sons of Midian were Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the children of Keturah.
Genesis 25:5	Avraham gave all that he had to Yitzhak,
Genesis 25:6	but Avraham gave gifts to the sons of Avraham’s concubines. While he still lived, he sent them away from Yitzhak his son, eastward, to the east country.
Genesis 25:7	These are the days of the years of Avraham’s life which he lived: one hundred seventy-five years.
Genesis 25:8	Avraham gave up his spirit, and died at a good old age, an old man, and full of years, and was gathered to his people.
Genesis 25:9	Yitzhak and Yishmael, his sons, buried him in the cave of Machpelah, in the field of Ephron, the son of Zohar the Hittite, which is near Mamre,
Genesis 25:10	the field which Avraham purchased from the children of Heth. Avraham was buried there with Sarah, his wife.
Genesis 25:11	After the death of Avraham, Elohim blessed Yitzhak, his son. Yitzhak lived by Beer Lahai Roi.
Genesis 25:12	Now this is the history of the generations of Yishmael, Avraham’s son, whom Hagar the Egyptian, Sarah’s servant, bore to Avraham.
Genesis 25:13	These are the names of the sons of Yishmael, by their names, according to the order of their birth: the firstborn of Yishmael, Nebaioth, then Kedar, Adbeel, Mibsam,
Genesis 25:14	Mishma, Dumah, Massa,
Genesis 25:15	Hadad, Tema, Jetur, Naphish, and Kedemah.
Genesis 25:16	These are the sons of Yishmael, and these are their names, by their villages, and by their encampments: twelve princes, according to their nations.
Genesis 25:17	These are the years of the life of Yishmael: one hundred thirty-seven years. He gave up his spirit and died, and was gathered to his people.
Genesis 25:18	They lived from Havilah to Shur that is before Mitzrayim, as you go toward Ashur. He lived opposite all his relatives.
Genesis 25:19	This is the history of the generations of Yitzhak, Avraham’s son. Avraham became the father of Yitzhak.
Genesis 25:20	Yitzhak was forty years old when he took Rivqah, the daughter of Bethuel the Syrian of Paddan Aram, the sister of Lavan the Syrian, to be his wife.
Genesis 25:21	Yitzhak entreated YHWH for his wife, because she was barren. YHWH was entreated by him, and Rivqah his wife conceived.
Genesis 25:22	The children struggled together within her. She said, “If it is like this, why do I live?” She went to inquire of YHWH.
Genesis 25:23	YHWH said to her, “Two nations are in your womb, and two peoples shall be divided from your inward parts. One people shall be stronger than the other people. The elder shall serve the younger.”
Genesis 25:24	When her days to be delivered were fulfilled, look, there were twins in her womb.
Genesis 25:25	The first came out red all over, like a hairy garment. They named him Esav.
Genesis 25:26	After that, his brother came out, and his hand had hold on Esav’s heel. He was named Yaakov. Yitzhak was sixty years old when she bore them.
Genesis 25:27	The boys grew. Esav was a skillful hunter, a person of the field. Yaakov was a quiet man, living in tents.
Genesis 25:28	Now Yitzhak loved Esav, because he ate his venison. Rivqah loved Yaakov.
Genesis 25:29	Yaakov boiled stew. Esav came in from the field, and he was famished.
Genesis 25:30	Esav said to Yaakov, “Please feed me with some of that red stew, for I am famished.” Therefore his name was called Edom.
Genesis 25:31	Yaakov said, “First, sell me your birthright.”
Genesis 25:32	Esav said, “Look, I am about to die. What good is the birthright to me?”
Genesis 25:33	Yaakov said, “Swear to me first.” He swore to him. He sold his birthright to Yaakov.
Genesis 25:34	Yaakov gave Esav bread and lentil stew. He ate and drank, rose up, and went his way. So Esav despised his birthright.
Genesis 26:1	There was a famine in the land, in addition to the first famine that was in the days of Avraham. Yitzhak went to Abimelech king of the Philistines, to Gerar.
Genesis 26:2	YHWH appeared to him, and said, “Don’t go down into Mitzrayim. Live in the land I will tell you about.
Genesis 26:3	Live in this land, and I will be with you, and will bless you. For I will give to you, and to your offspring, all these lands, and I will establish the oath which I swore to Avraham your father.
Genesis 26:4	I will multiply your offspring as the stars of the heavens, and will give all these lands to your offspring. In your offspring all the nations of the earth will be blessed,
Genesis 26:5	because Avraham obeyed my voice, and kept my requirements, my commandments, my statutes, and my laws.”
Genesis 26:6	Yitzhak lived in Gerar.
Genesis 26:7	The men of the place asked him about his wife. He said, “She is my sister,” for he was afraid to say, “My wife”, lest, he thought, “the men of the place might kill me for Rivqah, because she is beautiful to look at.”
Genesis 26:8	When he had been there a long time, Abimelech king of the Philistines looked out at a window, and saw, and, look, Yitzhak was caressing Rivqah, his wife.
Genesis 26:9	Abimelech called Yitzhak, and said, “Look, surely she is your wife. Why did you say, ‘She is my sister’?” Yitzhak said to him, “Because I said, ‘Lest I die because of her.’ ”
Genesis 26:10	Abimelech said, “What is this you have done to us? One of the people might easily have lain with your wife, and you would have brought guilt on us!”
Genesis 26:11	Abimelech commanded all the people, saying, “The one who touches this man or his wife will surely be put to death.”
Genesis 26:12	Yitzhak sowed in that land, and reaped in the same year one hundred times what he planted. YHWH blessed him.
Genesis 26:13	The person grew great, and grew more and more until they became very great.
Genesis 26:14	He had possessions of flocks, possessions of herds, and a great household. The Philistines envied him.
Genesis 26:15	Now all the wells which his father’s servants had dug in the days of Avraham his father, the Philistines had stopped, and filled with earth.
Genesis 26:16	Abimelech said to Yitzhak, “Go away from us, for you are much mightier than we.”
Genesis 26:17	Yitzhak departed from there, encamped in the valley of Gerar, and lived there.
Genesis 26:18	Yitzhak dug again the wells of water, which they had dug in the days of Avraham his father, for the Philistines had stopped them after the death of Avraham. He called their names after the names by which his father had called them.
Genesis 26:19	Yitzhak’s servants dug in the valley, and found there a well of flowing water.
Genesis 26:20	The herdsmen of Gerar argued with Yitzhak’s herdsmen, saying, “The water is ours.” So he called the name of the well Esek, because they contended with him.
Genesis 26:21	They dug another well, and they argued over that, also. So he called its name Sitnah.
Genesis 26:22	He left that place, and dug another well. They didn’t argue over that one. So he called it Rehoboth. He said, “For now YHWH has made room for us, and we will be fruitful in the land.”
Genesis 26:23	He went up from there to Be'er Sheva.
Genesis 26:24	YHWH appeared to him the same night, and said, “I am the God of Avraham your father. Don’t be afraid, for I am with you, and will bless you, and multiply your offspring for my servant Avraham’s sake.”
Genesis 26:25	He built an altar there, and called on YHWH’s name, and pitched his tent there. There Yitzhak’s servants dug a well.
Genesis 26:26	Then Abimelech went to him from Gerar with Ahuzzath his friend, and Phicol the captain of his army.
Genesis 26:27	Yitzhak said to them, “Why have you come to me, since you hate me, and have sent me away from you?”
Genesis 26:28	They said, “We saw plainly that YHWH was with you. We said, ‘Let there now be an oath between us, even between us and you, and let’s make a covenant with you,
Genesis 26:29	that you will do us no harm, as we have not touched you, and as we have done to you nothing but good, and have sent you away in peace.’ You are now the blessed of YHWH.”
Genesis 26:30	He made them a feast, and they ate and drank.
Genesis 26:31	They rose up some time in the morning, and swore an oath to one another. Yitzhak sent them away, and they departed from him in peace.
Genesis 26:32	The same day, Yitzhak’s servants came, and told him concerning the well which they had dug, and said to him, “We have found water.”
Genesis 26:33	He called it “Shibah”. Therefore the name of the city is “Be'er Sheva” to this day.
Genesis 26:34	When Esav was forty years old, he took as wife Judith, the daughter of Beeri the Hittite, and Basemath, the daughter of Elon the Hittite.
Genesis 26:35	They grieved Yitzhak’s and Rivqah’s spirits.
Genesis 27:1	When Yitzhak was old, and his eyes were dim, so that he could not see, he called Esav his elder son, and said to him, “My son?” He said to him, “Here I am.”
Genesis 27:2	He said, “See now, I am old. I don’t know the day of my death.
Genesis 27:3	Now therefore, please take your weapons, your quiver and your bow, and go out to the field, and get me venison.
Genesis 27:4	Make me savory food, such as I love, and bring it to me, that I may eat, and that my being may bless you before I die.”
Genesis 27:5	Rivqah heard when Yitzhak spoke to Esav his son. Esav went to the field to hunt for venison, and to bring it.
Genesis 27:6	Rivqah spoke to Yaakov her son, saying, “Look, I heard your father speak to Esav your brother, saying,
Genesis 27:7	‘Bring me venison, and make me savory food, that I may eat, and bless you before YHWH before my death.’
Genesis 27:8	Now therefore, my son, obey my voice according to that which I command you.
Genesis 27:9	Go now to the flock and get me two good young goats from there. I will make them savory food for your father, such as he loves.
Genesis 27:10	You shall bring it to your father, that he may eat, so that he may bless you before his death.”
Genesis 27:11	Yaakov said to Rivqah his mother, “Look, Esav my brother is a hairy man, and I am a smooth man.
Genesis 27:12	What if my father touches me? I will seem to him as a deceiver, and I would bring a curse on myself, and not a blessing.”
Genesis 27:13	His mother said to him, “Let your curse be on me, my son. Only obey my voice, and go get them for me.”
Genesis 27:14	He went, and got them, and brought them to his mother. His mother made savory food, such as his father loved.
Genesis 27:15	Rivqah took the good clothes of Esav, her elder son, which were with her in the house, and put them on Yaakov, her younger son.
Genesis 27:16	She put the skins of the young goats on his hands, and on the smooth of his neck.
Genesis 27:17	She gave the savory food and the bread, which she had prepared, into the hand of her son Yaakov.
Genesis 27:18	He came to his father, and said, “My father?” He said, “Here I am. Who are you, my son?”
Genesis 27:19	Yaakov said to his father, “I am Esav your firstborn. I have done what you asked me to do. Please arise, sit and eat of my venison, that your being may bless me.”
Genesis 27:20	Yitzhak said to his son, “How is it that you have found it so quickly, my son?” He said, “Because YHWH your God gave me success.”
Genesis 27:21	Yitzhak said to Yaakov, “Please come near, that I may feel you, my son, whether you are really my son Esav or not.”
Genesis 27:22	Yaakov went near to Yitzhak his father. He felt him, and said, “The voice is Yaakov’s voice, but the hands are the hands of Esav.”
Genesis 27:23	He didn’t recognize him, because his hands were hairy, like his brother Esav’s hands. So he blessed him.
Genesis 27:24	He said, “Are you really my son Esav?” He said, “I am.”
Genesis 27:25	He said, “Bring it near to me, and I will eat of my son’s venison, that my being may bless you.” He brought it near to him, and he ate. He brought him wine, and he drank.
Genesis 27:26	His father Yitzhak said to him, “Come near now, and kiss me, my son.”
Genesis 27:27	He came near and kissed him. He smelled the smell of his garments, and blessed him, and said, “See, the smell of my son is as the smell of a field that YHWH has blessed.”
Genesis 27:28	Elohim give you of the dew of the heavens, of the fatness of the earth, and plenty of grain and new wine.
Genesis 27:29	Let peoples serve you, and nations bow down to you. Be lord over your brothers. Let your mother’s sons bow down to you. Cursed be everyone who curses you. Blessed be everyone who blesses you.”
Genesis 27:30	As soon as Yitzhak had finished blessing Yaakov, and Yaakov had just gone out from the presence of Yitzhak his father, Esav his brother came in from his hunting.
Genesis 27:31	He also made savory food, and brought it to his father. He said to his father, “Let my father arise, and eat of his son’s venison, that your being may bless me.”
Genesis 27:32	Yitzhak his father said to him, “Who are you?” He said, “I am your son, your firstborn, Esav.”
Genesis 27:33	Yitzhak trembled violently, and said, “Who, then, is the one who has taken venison, and brought it to me, and I have eaten of all before you came, and have blessed him? Yes, he will be blessed.”
Genesis 27:34	When Esav heard the words of his father, he cried with an exceedingly great and bitter cry, and said to his father, “Bless me, even me also, my father.”
Genesis 27:35	He said, “Your brother came with deceit, and has taken away your blessing.”
Genesis 27:36	He said, “Isn’t he rightly named Yaakov? For he has supplanted me these two times. He took away my birthright. See, now he has taken away my blessing.” He said, “Haven’t you reserved a blessing for me?”
Genesis 27:37	Yitzhak answered Esav, “Look, I have made him your lord, and all his brothers I have given to him for servants. I have sustained him with grain and new wine. What then will I do for you, my son?”
Genesis 27:38	Esav said to his father, “Do you have just one blessing, my father? Bless me, even me also, my father.” Esav lifted up his voice, and wept.
Genesis 27:39	Yitzhak his father answered him, “Look, your dwelling will be of the fatness of the earth, and of the dew of the heavens from above.
Genesis 27:40	You will live by your sword, and you will serve your brother. It will happen, when you will break loose, that you will shake his yoke from off your neck.”
Genesis 27:41	Esav hated Yaakov because of the blessing with which his father blessed him. Esav said in his heart, “The days of mourning for my father are at hand. Then I will kill my brother Yaakov.”
Genesis 27:42	The words of Esav, her elder son, were told to Rivqah. She sent and called Yaakov, her younger son, and said to him, “Look, your brother Esav comforts himself about you by planning to kill you.
Genesis 27:43	Now therefore, my son, obey my voice. Arise, flee to Lavan, my brother, in Haran.
Genesis 27:44	Stay with him a few days, until your brother’s fury turns away—
Genesis 27:45	until your brother’s anger turns away from you, and he forgets what you have done to him. Then I will send, and get you from there. Why should I be bereaved of you both in one day?”
Genesis 27:46	Rivqah said to Yitzhak, “I am weary of my life because of the daughters of Heth. If Yaakov takes a wife of the daughters of Heth, such as these, of the daughters of the land, what good will my life do me?”
Genesis 28:1	Yitzhak called Yaakov, blessed him, and commanded him, “You shall not take a wife of the daughters of Kena'an.
Genesis 28:2	Arise, go to Paddan Aram, to the house of Bethuel your mother’s father. Take a wife from there from the daughters of Lavan, your mother’s brother.
Genesis 28:3	May Elohim Almighty bless you, and make you fruitful, and multiply you, that you may be a company of peoples,
Genesis 28:4	and give you the blessing of Avraham, to you and to your offspring with you, that you may inherit the land where you travel, which Elohim gave to Avraham.”
Genesis 28:5	Yitzhak sent Yaakov away. He went to Paddan Aram to Lavan, son of Bethuel the Syrian, the brother of Rivqah, Yaakov’s and Esav’s mother.
Genesis 28:6	Now Esav saw that Yitzhak had blessed Yaakov and sent him away to Paddan Aram, to take him a wife from there, and that as he blessed him he gave him a command, saying, “You shall not take a wife of the daughters of Kena'an;”
Genesis 28:7	and that Yaakov obeyed his father and his mother, and was gone to Paddan Aram.
Genesis 28:8	Esav saw that the daughters of Kena'an didn’t please Yitzhak, his father.
Genesis 28:9	So Esav went to Yishmael, and took, in addition to the wives that he had, Mahalath the daughter of Yishmael, Avraham’s son, the sister of Nebaioth, to be his wife.
Genesis 28:10	Yaakov went out from Be'er Sheva, and went toward Haran.
Genesis 28:11	He came to a certain place, and stayed there all night, because the sun had set. He took one of the stones of the place, and put it under his head, and lay down in that place to sleep.
Genesis 28:12	He dreamed, and look—a stairway was set up on the earth, and its top reached to the heavens. And look—messengers of Elohim were ascending and descending on it.
Genesis 28:13	And look—YHWH stood above it and said, “I am YHWH, the God of Avraham your father and the God of Yitzhak. The land on which you lie—to you I will give it, and to your seed.”
Genesis 28:14	Your offspring will be as the dust of the earth, and you will spread abroad to the west, and to the east, and to the north, and to the south. In you and in your offspring, all the families of the earth will be blessed.
Genesis 28:15	Look, I am with you, and will keep you, wherever you go, and will bring you again into this land. For I will not leave you until I have done that which I have spoken of to you.”
Genesis 28:16	Yaakov awakened out of his sleep, and he said, “Surely YHWH is in this place, and I didn’t know it.”
Genesis 28:17	He was afraid, and said, “How awesome this place is! This is none other than Elohim’s house, and this is the gate of heaven.”
Genesis 28:18	Yaakov rose up early in the morning, and took the stone that he had put under his head, and set it up for a pillar, and poured oil on its top.
Genesis 28:19	He called the name of that place Beit El, but the name of the city was Luz at the first.
Genesis 28:20	Yaakov vowed a vow, saying, “If Elohim will be with me, and will keep me in this way that I go, and will give me bread to eat, and clothing to put on,
Genesis 28:21	so that I come again to my father’s house in peace, and YHWH will be my God,
Genesis 28:22	then this stone, which I have set up for a pillar, will be Elohim’s house. Of all that you will give me I will surely give a tenth to you.”
Genesis 29:1	Then Yaakov went on his journey, and came to the land of the children of the east.
Genesis 29:2	He looked, and saw a well in the field, and saw three flocks of sheep lying there by it. For out of that well they watered the flocks. The stone on the well’s mouth was large.
Genesis 29:3	There all the flocks were gathered. They rolled the stone from the well’s mouth, and watered the sheep, and put the stone back on the well’s mouth in its place.
Genesis 29:4	Yaakov said to them, “My relatives, where are you from?” They said, “We are from Haran.”
Genesis 29:5	He said to them, “Do you know Lavan, the son of Nahor?” They said, “We know him.”
Genesis 29:6	He said to them, “Is it well with him?” They said, “It is well. See, Rakhel, his daughter, is coming with the sheep.”
Genesis 29:7	He said, “Look, it is still the middle of the day, not time to gather the livestock together. Water the sheep, and go and feed them.”
Genesis 29:8	They said, “We can’t, until all the flocks are gathered together, and they roll the stone from the well’s mouth. Then we will water the sheep.”
Genesis 29:9	While he was yet speaking with them, Rakhel came with her father’s sheep, for she kept them.
Genesis 29:10	When Yaakov saw Rakhel the daughter of Lavan, his mother’s brother, and the sheep of Lavan, his mother’s brother, Yaakov went near, and rolled the stone from the well’s mouth, and watered the flock of Lavan his mother’s brother.
Genesis 29:11	Yaakov kissed Rakhel, and lifted up his voice, and wept.
Genesis 29:12	Yaakov told Rakhel that he was her father’s relative, and that he was Rivqah’s son. She ran and told her father.
Genesis 29:13	When Lavan heard the news of Yaakov, his sister’s son, he ran to meet Yaakov, and embraced him, and kissed him, and brought him to his house. Yaakov told Lavan all these things.
Genesis 29:14	Lavan said to him, “Surely you are my bone and my flesh.” Yaakov stayed with him for a month.
Genesis 29:15	Lavan said to Yaakov, “Because you are my relative, should you therefore serve me for nothing? Tell me, what will your wages be?”
Genesis 29:16	Lavan had two daughters. The name of the elder was Leah, and the name of the younger was Rakhel.
Genesis 29:17	Leah’s eyes were weak, but Rakhel was beautiful in form and attractive.
Genesis 29:18	Yaakov loved Rakhel. He said, “I will serve you seven years for Rakhel, your younger daughter.”
Genesis 29:19	Lavan said, “It is better that I give her to you, than that I should give her to another man. Stay with me.”
Genesis 29:20	Yaakov served seven years for Rakhel. They seemed to him but a few days, for the love he had for her.
Genesis 29:21	Yaakov said to Lavan, “Give me my wife, for my days are fulfilled, that I may go in to her.”
Genesis 29:22	Lavan gathered together all the men of the place, and made a feast.
Genesis 29:23	In the evening, he took Leah his daughter, and brought her to Yaakov. He went in to her.
Genesis 29:24	Lavan gave Zilpah his servant to his daughter Leah for a servant.
Genesis 29:25	In the morning, look, it was Leah! He said to Lavan, “What is this you have done to me? Didn’t I serve with you for Rakhel? Why then have you deceived me?”
Genesis 29:26	Lavan said, “It is not done so in our place, to give the younger before the firstborn.
Genesis 29:27	Fulfill the week of this one, and we will give you the other also for the service which you will serve with me for seven more years.”
Genesis 29:28	Yaakov did so, and fulfilled her week. He gave him Rakhel his daughter as wife.
Genesis 29:29	Lavan gave Bilhah, his servant, to his daughter Rakhel to be her servant.
Genesis 29:30	He went in also to Rakhel, and he loved also Rakhel more than Leah, and served with him seven more years.
Genesis 29:31	YHWH saw that Leah was hated, and YHWH opened her womb, but Rakhel was barren.
Genesis 29:32	Leah conceived and bore a son, and she called his name Reuven, for she said, “Because YHWH has looked upon my affliction. For now my husband will love me.”
Genesis 29:33	She conceived again, and bore a son, and said, “Because YHWH has heard that I am hated, YHWH has therefore given me this son also.” She named him Shimon.
Genesis 29:34	She conceived again, and bore a son. She said, “Now this time my husband will be joined to me, because I have borne him three sons.” Therefore his name was called Levi.
Genesis 29:35	She conceived again, and bore a son. She said, “This time I will praise YHWH.” Therefore she named him Yehudah. Then she stopped bearing.
Genesis 30:1	When Rakhel saw that she bore Yaakov no children, Rakhel envied her sister. She said to Yaakov, “Give me children, or else I will die.”
Genesis 30:2	Yaakov’s anger burned against Rakhel, and he said, “Am I in Elohim’s place, who has withheld from you the fruit of the womb?”
Genesis 30:3	She said, “Look, my maid Bilhah. Go in to her, that she may bear on my knees, and I also may obtain children by her.”
Genesis 30:4	She gave him Bilhah her servant as wife, and Yaakov went in to her.
Genesis 30:5	Bilhah conceived, and bore Yaakov a son.
Genesis 30:6	Rakhel said, “Elohim has judged me, and has also heard my voice, and has given me a son.” Therefore she called his name Dan.
Genesis 30:7	Bilhah, Rakhel’s servant, conceived again, and bore Yaakov a second son.
Genesis 30:8	Rakhel said, “I have wrestled with my sister with mighty wrestlings, and have prevailed.” She named him Naphtali.
Genesis 30:9	When Leah saw that she had finished bearing, she took Zilpah, her servant, and gave her to Yaakov as a wife.
Genesis 30:10	Zilpah, Leah’s servant, bore Yaakov a son.
Genesis 30:11	Leah said, “How fortunate!” She named him Gad.
Genesis 30:12	Zilpah, Leah’s servant, bore Yaakov a second son.
Genesis 30:13	Leah said, “Happy am I, for the daughters will call me happy.” She named him Asher.
Genesis 30:14	Reuven went in the days of wheat harvest, and found mandrakes in the field, and brought them to his mother, Leah. Then Rakhel said to Leah, “Please give me some of your son’s mandrakes.”
Genesis 30:15	Leah said to her, “Is it a small matter that you have taken away my husband? Would you take away my son’s mandrakes, also?” Rakhel said, “Therefore he will lie with you tonight for your son’s mandrakes.”
Genesis 30:16	Yaakov came from the field in the evening, and Leah went out to meet him, and said, “You must come in to me; for I have surely hired you with my son’s mandrakes.” He lay with her that night.
Genesis 30:17	Elohim listened to Leah, and she conceived, and bore Yaakov a fifth son.
Genesis 30:18	Leah said, “Elohim has given me my hire, because I gave my servant to my husband.” She named him Yissakhar.
Genesis 30:19	Leah conceived again, and bore a sixth son to Yaakov.
Genesis 30:20	Leah said, “Elohim has endowed me with a good dowry. Now my husband will live with me, because I have borne him six sons.” She named him Zevulun.
Genesis 30:21	Afterwards, she bore a daughter, and named her Dinah.
Genesis 30:22	Elohim remembered Rakhel, and Elohim listened to her, and opened her womb.
Genesis 30:23	She conceived, bore a son, and said, “Elohim has taken away my reproach.”
Genesis 30:24	She named him Yosef, saying, “May YHWH add another son to me.”
Genesis 30:25	When Rakhel had borne Yosef, Yaakov said to Lavan, “Send me away, that I may go to my own place, and to my country.
Genesis 30:26	Give me my wives and my children for whom I have served you, and let me go; for you know my service with which I have served you.”
Genesis 30:27	Lavan said to him, “If now I have found favor in your eyes, stay here, for I have divined that YHWH has blessed me for your sake.”
Genesis 30:28	He said, “Appoint me your wages, and I will give it.”
Genesis 30:29	Yaakov said to him, “You know how I have served you, and how your livestock have fared with me.
Genesis 30:30	For it was little which you had before I came, and it has increased to a multitude. YHWH has blessed you wherever I turned. Now when will I provide for my own house also?”
Genesis 30:31	Lavan said, “What shall I give you?” Yaakov said, “You shall not give me anything. If you will do this thing for me, I will again feed your flock and keep it.
Genesis 30:32	I will pass through all your flock today, removing from there every speckled and spotted one, and every black one among the sheep, and the spotted and speckled among the goats. This will be my hire.
Genesis 30:33	So my righteousness will answer for me hereafter, when you come concerning my hire that is before you. Every one that is not speckled and spotted among the goats, and black among the sheep, that might be with me, will be considered stolen.”
Genesis 30:34	Lavan said, “Look, let it be according to your word.”
Genesis 30:35	That day, he removed the male goats that were streaked and spotted, and all the female goats that were speckled and spotted, every one that had white in it, and all the black ones among the sheep, and gave them into the hand of his sons.
Genesis 30:36	He set three days’ journey between himself and Yaakov, and Yaakov fed the rest of Lavan’s flocks.
Genesis 30:37	Yaakov took to himself rods of fresh poplar, almond, and plane tree, peeled white streaks in them, and made the white appear which was in the rods.
Genesis 30:38	He set the rods which he had peeled opposite the flocks in the watering troughs where the flocks came to drink. They conceived when they came to drink.
Genesis 30:39	The flocks conceived before the rods, and the flocks produced streaked, speckled, and spotted.
Genesis 30:40	Yaakov separated the lambs, and set the faces of the flocks toward the streaked and all the black in Lavan’s flock. He put his own droves apart, and didn’t put them into Lavan’s flock.
Genesis 30:41	Whenever the stronger of the flock conceived, Yaakov laid the rods in front of the eyes of the flock in the watering troughs, that they might conceive among the rods;
Genesis 30:42	but when the flock were feeble, he didn’t put them in. So the feebler were Lavan’s, and the stronger Yaakov’s.
Genesis 30:43	The person increased exceedingly, and had large flocks, female servants and male servants, and camels and donkeys.
Genesis 31:1	Yaakov heard Lavan’s sons’ words, saying, “Yaakov has taken away all that was our father’s. He has obtained all this wealth from that which was our father’s.”
Genesis 31:2	Yaakov saw the expression on Lavan’s face, and, look, it was not toward him as before.
Genesis 31:3	YHWH said to Yaakov, “Return to the land of your fathers, and to your relatives, and I will be with you.”
Genesis 31:4	Yaakov sent and called Rakhel and Leah to the field to his flock,
Genesis 31:5	and said to them, “I see the expression on your father’s face, that it is not toward me as before; but the God of my father has been with me.
Genesis 31:6	You know that I have served your father with all of my strength.
Genesis 31:7	Your father has deceived me, and changed my wages ten times, but Elohim didn’t allow him to hurt me.
Genesis 31:8	If he said, ‘The speckled will be your wages,’ then all the flock bore speckled. If he said, ‘The streaked will be your wages,’ then all the flock bore streaked.
Genesis 31:9	Thus Elohim has taken away your father’s livestock, and given them to me.
Genesis 31:10	During mating season, I lifted up my eyes, and saw in a dream, and look, the male goats which leaped on the flock were streaked, speckled, and grizzled.
Genesis 31:11	The messenger of Elohim said to me in the dream, ‘Yaakov,’ and I said, ‘Here I am.’
Genesis 31:12	He said, ‘Now lift up your eyes, and look, all the male goats which leap on the flock are streaked, speckled, and grizzled, for I have seen all that Lavan does to you.
Genesis 31:13	I am the God of Beit El, where you anointed a pillar, where you vowed a vow to me. Now arise, get out from this land, and return to the land of your birth.’ ”
Genesis 31:14	Rakhel and Leah answered him, “Is there yet any portion or inheritance for us in our father’s house?
Genesis 31:15	Aren’t we considered as foreigners by him? For he has sold us, and has also used up our money.
Genesis 31:16	For all the riches which Elohim has taken away from our father are ours and our children’s. Now then, whatever Elohim has said to you, do.”
