reference	text
Psalms 68:1	Let Elohim arise! Let Elohim’s enemies be scattered! Let them who hate Elohim also flee before Elohim.
Psalms 68:2	As smoke is driven away, so drive them away. As wax melts before the fire, so let the wicked perish at the presence of Elohim.
Psalms 68:3	But let the righteous be glad. Let them rejoice before Elohim. Yes, let them rejoice with gladness.
Psalms 68:4	Sing to Elohim! Sing praises to Elohim’s name! Extol the one who rides on the clouds: to Yah, their name! Rejoice before Elohim!
Psalms 68:5	Cosmic Parent of the fatherless, and defender of the widows, is Elohim in Elohim’s holy habitation.
Psalms 68:6	Elohim sets the lonely in families. Elohim brings out the prisoners with singing, but the rebellious dwell in a sun-scorched land.
Psalms 68:7	Elohim, when you went forth before your people, when you marched through the wilderness... Selah.
Psalms 68:8	The earth trembled. The heavens also poured down rain at the presence of the God of Sinai--at the presence of Elohim, the God of Israel.
Psalms 68:9	You, Elohim, sent a plentiful rain. You confirmed your inheritance, when it was weary.
Psalms 68:10	Your congregation lived therein. You, Elohim, prepared your goodness for the poor.
Psalms 68:11	YHWH announced the word. The ones who proclaim it are a great company.
Psalms 68:12	"""Kings of armies flee! They flee!"" She who waits at home divides the spoil,"
Psalms 68:13	while you sleep among the campfires, the wings of a dove sheathed with silver, her feathers with shining gold.
Psalms 68:14	When the Almighty scattered kings in her, it snowed on Zalmon.
Psalms 68:15	The mountains of Bashan are majestic mountains. The mountains of Bashan are rugged.
Psalms 68:16	Why do you look in envy, you rugged mountains, at the mountain where Elohim chooses to reign? Yes, YHWH will dwell there forever.
Psalms 68:17	The chariots of Elohim are tens of thousands and thousands of thousands. YHWH is among them, from Sinai, into the sanctuary.
Psalms 68:18	You have ascended on high. You have led away captives. You have received gifts among men, yes, among the rebellious also, that Yah Elohim might dwell there.
Psalms 68:19	Blessed be YHWH, who daily bears our burdens, even Elohim, the one who is our salvation. Selah.
Psalms 68:20	Elohim is to us a God of deliverance. To YHWH, YHWH, belongs escape from death.
Psalms 68:21	But Elohim will strike through the head of Elohim’s enemies, the hairy scalp of such a one as still continues in his guiltiness.
Psalms 68:22	"YHWH said, ""I will bring you again from Bashan, I will bring you again from the depths of the sea;"
Psalms 68:23	"That you may crush them, dipping your foot in blood, that the tongues of your dogs may have their portion from your enemies."""
Psalms 68:24	They have seen your processions, Elohim, even the processions of my God, my King, into the sanctuary.
Psalms 68:25	The singers went before, the minstrels followed after, in the midst of the ladies playing with tambourines,
Psalms 68:26	"""Bless Elohim in the congregations, even YHWH in the assembly of Israel!"""
Psalms 68:27	There is little Binyamin, their ruler, the princes of Yehudah, their council, the princes of Zevulun, and the princes of Naphtali.
Psalms 68:28	your God has commanded your strength. Strengthen, Elohim, that which you have done for us.
Psalms 68:29	Because of your temple at Yerushalayim, kings shall bring presents to you.
Psalms 68:30	Rebuke the wild animal of the reeds, the multitude of the bulls, with the calves of the peoples. Being humbled, may it bring bars of silver. Scatter the nations that delight in war.
Psalms 68:31	Princes shall come out of Mitzrayim. Ethiopia shall hurry to stretch out her hands to Elohim.
Psalms 68:32	Sing to Elohim, you kingdoms of the earth! Sing praises to YHWH! Selah.
Psalms 68:33	To the one who rides on the heavens of heavens, which are of old; behold, Elohim utters Elohim’s voice, a mighty voice.
Psalms 68:34	Ascribe strength to Elohim! Elohim’s excellency is over Israel, Elohim’s strength is in the skies.
Psalms 68:35	You are awesome, Elohim, in your sanctuaries. The God of Israel gives strength and power to God’s people. Praise be to Elohim!
Psalms 69:1	Save me, Elohim, for the waters have come up to my neck!
Psalms 69:2	I sink in deep mire, where there is no foothold. I have come into deep waters, where the floods overflow me.
Psalms 69:3	I am weary with my crying. My throat is dry. My eyes fail, looking for my God.
Psalms 69:4	Those who hate me without a cause are more than the hairs of my head. Those who want to cut me off, being my enemies wrongfully, are mighty. I have to restore what I didn't take away.
Psalms 69:5	Elohim, you know my foolishness. My sins aren't hidden from you.
Psalms 69:6	Don't let those who wait for you be shamed through me, YHWH God of Armies. Don't let those who seek you be brought to dishonor through me, God of Israel.
Psalms 69:7	Because for your sake, I have borne reproach. Shame has covered my face.
Psalms 69:8	I have become a stranger to my brothers, an alien to my mother's children.
Psalms 69:9	For the zeal of your house consumes me. The reproaches of those who reproach you have fallen on me.
Psalms 69:10	When I wept and I fasted, that was to my reproach.
Psalms 69:11	When I made sackcloth my clothing, I became a byword to them.
Psalms 69:12	Those who sit in the gate talk about me. I am the song of the drunkards.
Psalms 69:13	But as for me, my prayer is to you, YHWH, in an acceptable time. Elohim, in the abundance of your loving kindness, answer me in the truth of your salvation.
Psalms 69:14	Deliver me out of the mire, and don't let me sink. Let me be delivered from those who hate me, and out of the deep waters.
Psalms 69:15	Don't let the flood waters overwhelm me, neither let the deep swallow me up. Don't let the pit shut its mouth on me.
Psalms 69:16	Answer me, YHWH, for your loving kindness is good. According to the multitude of your tender mercies, turn to me.
Psalms 69:17	Don't hide your face from your servant, for I am in distress. Answer me speedily!
Psalms 69:18	Draw near to my soul, and redeem it. Ransom me because of my enemies.
Psalms 69:19	You know my reproach, my shame, and my dishonor. My adversaries are all before you.
Psalms 69:20	Reproach has broken my heart, and I am full of heaviness. I looked for some to take pity, but there was none; for comforters, but I found none.
Psalms 69:21	They also gave me gall for my food. In my thirst, they gave me vinegar to drink.
Psalms 69:22	Let their table before them become a snare. May it become a retribution and a trap.
Psalms 69:23	Let their eyes be darkened, so that they can't see. Let their backs be continually bent.
Psalms 69:24	Pour out your indignation on them. Let the fierceness of your anger overtake them.
Psalms 69:25	Let their habitation be desolate. Let no one dwell in their tents.
Psalms 69:26	For they persecute the one whom you have wounded. They tell of the sorrow of those whom you have hurt.
Psalms 69:27	Charge them with crime upon crime. Don't let them come into your righteousness.
Psalms 69:28	Let them be blotted out of the book of life, and not be written with the righteous.
Psalms 69:29	But I am in pain and distress. Let your salvation, Elohim, protect me.
Psalms 69:30	I will praise the name of Elohim with a song, and will magnify Elohim with thanksgiving.
Psalms 69:31	It will please YHWH better than an ox, or a bull that has horns and hoofs.
Psalms 69:32	The humble have seen it, and are glad. You who seek after Elohim, let your heart live.
Psalms 69:33	For YHWH hears the needy, and doesn't despise his captive people.
Psalms 69:34	Let heavens and earth praise him; the seas, and everything that moves therein!
Psalms 69:35	For Elohim will save Tzion, and build the cities of Yehudah. They shall settle there, and own it.
Psalms 69:36	The children also of Elohim’s servants shall inherit it. Those who love Elohim’s name shall dwell therein.
Psalms 70:1	Hurry, Elohim, to deliver me. Come quickly to help me, YHWH.
Psalms 70:2	Let them be disappointed and confounded who seek my soul. Let those who desire my ruin be turned back in disgrace.
Psalms 70:3	"Let them be turned because of their shame Who say, ""Aha! Aha!"""
Psalms 70:4	"Let all those who seek you rejoice and be glad in you. Let those who love your salvation continually say, ""Let Elohim be exalted!"""
Psalms 70:5	But I am poor and needy. Come to me quickly, Elohim. You are my help and my deliverer. YHWH, don't delay.
Psalms 71:1	In you, YHWH, I take refuge. Never let me be disappointed.
Psalms 71:2	Deliver me in your righteousness, and rescue me. Turn your ear to me, and save me.
Psalms 71:3	Be to me a rock of refuge to which I may always go. Give the command to save me, for you are my rock and my fortress.
Psalms 71:4	Rescue me, my God, from the hand of the wicked, from the hand of the unrighteous and cruel man.
Psalms 71:5	For you are my hope, YHWH God; my confidence from my youth.
Psalms 71:6	I have relied on you from the womb. You are the one who took me out of my mother's womb. I will always praise you.
Psalms 71:7	I am a marvel to many, but you are my strong refuge.
Psalms 71:8	My mouth shall be filled with your praise, with your honor all the day.
Psalms 71:9	Don't reject me in my old age. Don't forsake me when my strength fails.
Psalms 71:10	For my enemies talk about me. Those who watch for my soul conspire together,
Psalms 71:11	"saying, ""Elohim has forsaken him. Pursue and take him, for no one will rescue him."""
Psalms 71:12	Elohim, don't be far from me. my God, hurry to help me.
Psalms 71:13	Let my accusers be disappointed and consumed. Let them be covered with disgrace and scorn who want to harm me.
Psalms 71:14	But I will always hope, and will add to all of your praise.
Psalms 71:15	My mouth will tell about your righteousness, and of your salvation all day, though I don't know its full measure.
Psalms 71:16	I will come with the mighty acts of YHWH God. I will make mention of your righteousness, even of yours alone.
Psalms 71:17	Elohim, you have taught me from my youth. Until now, I have declared your wondrous works.
Psalms 71:18	Yes, even when I am old and gray-haired, Elohim, don't forsake me, until I have declared your strength to the next generation, your might to everyone who is to come.
Psalms 71:19	Your righteousness also, Elohim, reaches to the heavens; you have done great things. Elohim, who is like you?
Psalms 71:20	You, who have shown us many and bitter troubles, you will let me live. You will bring us up again from the depths of the earth.
Psalms 71:21	Increase my honor, and comfort me again.
Psalms 71:22	I will also praise you with the harp for your faithfulness, my God. I sing praises to you with the lyre, Holy One of Israel.
Psalms 71:23	My lips shall shout for joy! My soul, which you have redeemed, sings praises to you!
Psalms 71:24	My tongue will also talk about your righteousness all day long, for they are disappointed, and they are confounded, who want to harm me.
Psalms 72:1	Elohim, give the king your justice; your righteousness to the royal son.
Psalms 72:2	He will judge your people with righteousness, and your poor with justice.
Psalms 72:3	The mountains shall bring prosperity to the people. The hills bring the fruit of righteousness.
Psalms 72:4	He will judge the poor of the people. He will save the children of the needy, and will break the oppressor in pieces.
Psalms 72:5	They shall revere you while the sun endures; and as long as the moon, throughout all generations.
Psalms 72:6	He will come down like rain on the mown grass, as showers that water the earth.
Psalms 72:7	In his days, the righteous shall flourish, and abundance of peace, until the moon is no more.
Psalms 72:8	He shall have dominion also from sea to sea, from the River to the ends of the earth.
Psalms 72:9	Those who dwell in the wilderness shall bow before him. His enemies shall lick the dust.
Psalms 72:10	The kings of Tarshish and of the islands will bring tribute. The kings of Sheba and Seba shall offer gifts.
Psalms 72:11	Yes, all kings shall fall down before him. All nations shall serve him.
Psalms 72:12	For he will deliver the needy when he cries; the poor, who has no helper.
Psalms 72:13	He will have pity on the poor and needy. He will save the souls of the needy.
Psalms 72:14	He will redeem their soul from oppression and violence. Their blood will be precious in his sight.
Psalms 72:15	They shall live, and to him shall be given of the gold of Sheba. People shall pray for him continually. They shall bless him all day long.
Psalms 72:16	There shall be abundance of grain throughout the land. Its fruit sways like Levanon. Let it flourish, thriving like the grass of the field.
Psalms 72:17	His name endures forever. His name continues as long as the sun. People shall be blessed by him. All nations will call him blessed.
Psalms 72:18	Praise be to YHWH Elohim, the God of Israel, who alone does marvelous deeds.
Psalms 72:19	Blessed be YHWH’s glorious name forever! Let the whole earth be filled with YHWH’s glory! Amen and amen.
Psalms 72:20	This ends the prayers by Dawid, the son of Yishai.
Psalms 73:1	Surely Elohim is good to Israel, to those who are pure in heart.
Psalms 73:2	But as for me, my feet were almost gone. My steps had nearly slipped.
Psalms 73:3	For I was envious of the arrogant, when I saw the prosperity of the wicked.
Psalms 73:4	For there are no struggles in their death, but their strength is firm.
Psalms 73:5	They are free from burdens of people, neither are they plagued like other men.
Psalms 73:6	Therefore pride is like a chain around their neck. Violence covers them like a garment.
Psalms 73:7	Their eyes bulge with fat. Their minds pass the limits of conceit.
Psalms 73:8	They scoff and speak with malice. In arrogance, they threaten oppression.
Psalms 73:9	They have set their mouth in the heavens. Their tongue walks through the earth.
Psalms 73:10	Therefore their people return to them, and they drink up waters of abundance.
Psalms 73:11	"They say, ""How does Elohim know? Is there knowledge in the Most High?"""
Psalms 73:12	Behold, these are the wicked. Being always at ease, they increase in riches.
Psalms 73:13	Surely in vain I have cleansed my heart, and washed my hands in innocence,
Psalms 73:14	For all day long have I been plagued, and punished every morning.
Psalms 73:15	"If I had said, ""I will speak thus;"" behold, I would have betrayed the generation of your children."
Psalms 73:16	When I tried to understand this, it was too painful for me;
Psalms 73:17	Until I entered Elohim's sanctuary, and considered their latter end.
Psalms 73:18	Surely you set them in slippery places. You throw them down to destruction.
Psalms 73:19	How they are suddenly destroyed! They are completely swept away with terrors.
Psalms 73:20	As a dream when one wakes up, so, YHWH, when you awake, you will despise their fantasies.
Psalms 73:21	For my soul was grieved. I was embittered in my heart.
Psalms 73:22	I was so senseless and ignorant. I was a brute beast before you.
Psalms 73:23	Nevertheless, I am continually with you. You have held my right hand.
Psalms 73:24	You will guide me with your counsel, and afterward receive me to glory.
Psalms 73:25	Who do I have in heavens? There is no one on earth who I desire besides you.
Psalms 73:26	My flesh and my heart fails, but Elohim is the strength of my heart and my portion forever.
Psalms 73:27	For, behold, those who are far from you shall perish. You have destroyed all those who are unfaithful to you.
Psalms 73:28	But it is good for me to come close to Elohim. I have made YHWH God my refuge, that I may tell of all your works.
Psalms 74:1	Elohim, why have you rejected us forever? Why does your anger smolder against the sheep of your pasture?
Psalms 74:2	Remember your congregation, which you purchased of old, which you have redeemed to be the tribe of your inheritance; Har Tzion, in which you have lived.
Psalms 74:3	Lift up your feet to the perpetual ruins, all the brokenness that the enemy has done in the sanctuary.
Psalms 74:4	Your adversaries have roared in the midst of your assembly. They have set up their standards as signs.
Psalms 74:5	They behaved like men wielding axes, cutting through a thicket of trees.
Psalms 74:6	Now they break all its carved work down with hatchet and hammers.
Psalms 74:7	They have burned your sanctuary to the ground. They have profaned the dwelling place of your Name.
Psalms 74:8	"They said in their heart, ""We will crush them completely."" They have burned up all the places in the land where Elohim was worshiped."
Psalms 74:9	We see no miraculous signs. There is no longer any prophet, neither is there among us anyone who knows how long.
Psalms 74:10	How long, Elohim, shall the adversary reproach? Shall the enemy blaspheme your name forever?
Psalms 74:11	Why do you draw back your hand, even your right hand? Take it out of your pocket and consume them!
Psalms 74:12	Yet Elohim is my King of old, working salvation in the midst of the earth.
Psalms 74:13	You divided the sea by your strength. You broke the heads of the sea monsters in the waters.
Psalms 74:14	You broke the heads of Leviathan in pieces. You gave him as food to people and desert creatures.
Psalms 74:15	You opened up spring and stream. You dried up mighty rivers.
Psalms 74:16	The day is yours, the night is also yours. You have prepared the light and the sun.
Psalms 74:17	You have set all the boundaries of the earth. You have made summer and winter.
Psalms 74:18	Remember this, that the enemy has mocked you, YHWH. Foolish people have blasphemed your name.
Psalms 74:19	Don't deliver the soul of your dove to wild beasts. Don't forget the life of your poor forever.
Psalms 74:20	Honor your covenant, for haunts of violence fill the dark places of the earth.
Psalms 74:21	Don't let the oppressed return ashamed. Let the poor and needy praise your name.
Psalms 74:22	Arise, Elohim! Plead your own cause. Remember how the foolish person mocks you all day.
Psalms 74:23	Don't forget the voice of your adversaries. The tumult of those who rise up against you ascends continually.
Psalms 75:1	We give thanks to you, Elohim. We give thanks, for your Name is near. Men tell about your wondrous works.
Psalms 75:2	When I choose the appointed time, I will judge blamelessly.
Psalms 75:3	The earth and all its inhabitants quake. I firmly hold its pillars. Selah.
Psalms 75:4	"I said to the arrogant, ""Don't boast!"" I said to the wicked, ""Don't lift up the horn."
Psalms 75:5	"Don't lift up your horn on high. Don't speak with a stiff neck."""
Psalms 75:6	For neither from the east, nor from the west, nor yet from the south, comes exaltation.
Psalms 75:7	But Elohim is the judge. Elohim puts down one, and lifts up another.
Psalms 75:8	For in the hand of YHWH there is a cup, full of foaming wine mixed with spices. He pours it out. Indeed the wicked of the earth drink and drink it to its very dregs.
Psalms 75:9	But I will declare this forever: I will sing praises to the God of Ya'akov.
Psalms 75:10	I will cut off all the horns of the wicked, but the horns of the righteous shall be lifted up.
Psalms 76:1	In Yehudah, Elohim is known. Elohim’s name is great in Israel.
Psalms 76:2	Elohim’s tent is also in Salem; Elohim’s dwelling place in Tzion.
Psalms 76:3	There Elohim broke the flaming arrows of the bow, the shield, and the sword, and the weapons of war. Selah.
Psalms 76:4	Glorious are you, and excellent, more than mountains of game.
Psalms 76:5	Valiant men lie plundered, they have slept their last sleep. None of the men of war can lift their hands.
Psalms 76:6	At your rebuke, God of Ya'akov, both chariot and horse are cast into a deep sleep.
Psalms 76:7	You, even you, are to be feared. Who can stand in your sight when you are angry?
Psalms 76:8	You pronounced judgment from heavens. The earth feared, and was silent,
Psalms 76:9	when Elohim arose to judgment, to save all the afflicted ones of the earth. Selah.
Psalms 76:10	Surely the wrath of man praises you. The survivors of your wrath are restrained.
Psalms 76:11	Make vows to YHWH your God, and fulfill them! Let all of their neighbors bring presents to the one who is to be feared.
Psalms 76:12	Elohim will cut off the spirit of princes. Elohim is feared by the kings of the earth.
Psalms 77:1	My cry goes to Elohim! Indeed, I cry to Elohim for help, and for him to listen to me.
Psalms 77:2	In the day of my trouble I sought YHWH. My hand was stretched out in the night, and didn't get tired. My soul refused to be comforted.
Psalms 77:3	I remember Elohim, and I groan. I complain, and my spirit is overwhelmed. Selah.
Psalms 77:4	You hold my eyelids open. I am so troubled that I can't speak.
Psalms 77:5	I have considered the days of old, the years of ancient times.
Psalms 77:6	I remember my song in the night. I consider in my own heart; my spirit diligently inquires:
Psalms 77:7	"""Will YHWH reject us forever? Will he be favorable no more?"
Psalms 77:8	Has YHWH’s loving kindness vanished forever? Does YHWH’s promise fail for generations?
Psalms 77:9	"Has Elohim forgotten to be gracious? Has he, in anger, withheld his compassion?"" Selah."
Psalms 77:10	"Then I thought, ""I will appeal to this: the years of the right hand of the Most High."""
Psalms 77:11	I will remember Yah's deeds; for I will remember your wonders of old.
Psalms 77:12	I will also meditate on all your work, and consider your doings.
Psalms 77:13	Your way, Elohim, is in the sanctuary. What god is great like Elohim?
Psalms 77:14	You are Elohim, the one who does wonders. You have made your strength known among the peoples.
Psalms 77:15	You have redeemed your people with your arm, the sons of Ya'akov and Yosef. Selah.
Psalms 77:16	The waters saw you, Elohim. The waters saw you, and they writhed. The depths also convulsed.
Psalms 77:17	The clouds poured out water. The skies resounded with thunder. Your arrows also flashed around.
Psalms 77:18	The voice of your thunder was in the whirlwind. The lightnings lit up the world. The earth trembled and shook.
Psalms 77:19	Your way was through the sea; your paths through the great waters. Your footsteps were not known.
Psalms 77:20	You led your people like a flock, by the hand of Moshe and Aharon.
Psalms 78:1	Hear my teaching, my people. Turn your ears to the words of my mouth.
Psalms 78:2	I will open my mouth in a parable. I will utter dark sayings of old,
Psalms 78:3	Which we have heard and known, and our fathers have told us.
Psalms 78:4	We will not hide them from their children, telling to the generation to come the praises of YHWH, YHWH’s strength, and YHWH’s wondrous works that YHWH has done.
Psalms 78:5	For YHWH established a testimony in Ya'akov, and appointed a teaching in Israel, which YHWH commanded our fathers, that they should make them known to their children;
Psalms 78:6	that the generation to come might know, even the children who should be born; who should arise and tell their children,
Psalms 78:7	that they might set their hope in Elohim, and not forget the works of Elohim, but keep Elohim’s commandments,
Psalms 78:8	and might not be as their fathers, a stubborn and rebellious generation, a generation that didn't make their hearts loyal, whose spirit was not steadfast with Elohim.
Psalms 78:9	The children of Efrayim, being armed and carrying bows, turned back in the day of battle.
Psalms 78:10	They didn't keep Elohim's covenant, and refused to walk in Elohim’s law.
Psalms 78:11	They forgot Elohim’s doings, Elohim’s wondrous works that Elohim had shown them.
Psalms 78:12	Elohim did marvelous things in the sight of their fathers, in the land of Mitzrayim, in the field of Zoan.
Psalms 78:13	Elohim split the sea, and caused them to pass through. Elohim made the waters stand as a heap.
Psalms 78:14	In the daytime Elohim also led them with a cloud, and all night with a light of fire.
Psalms 78:15	Elohim split rocks in the wilderness, and gave them drink abundantly as out of the depths.
Psalms 78:16	Elohim brought streams also out of the rock, and caused waters to run down like rivers.
Psalms 78:17	Yet they still went on to sin against the Most High, to rebel against the Most High in the desert.
Psalms 78:18	They tempted Elohim in their heart by asking food according to their desire.
Psalms 78:19	"Yes, they spoke against Elohim. They said, ""Can Elohim prepare a table in the wilderness?"
Psalms 78:20	"Behold, Elohim struck the rock, so that waters gushed out, and streams overflowed. Can Elohim give bread also? Will Elohim provide flesh for Elohim’s people?"""
Psalms 78:21	Therefore YHWH heard, and was angry. A fire was kindled against Ya'akov, anger also went up against Israel,
Psalms 78:22	because they didn't believe in Elohim, and didn't trust in Elohim’s salvation.
Psalms 78:23	Yet Elohim commanded the skies above, and opened the doors of heavens.
Psalms 78:24	Elohim rained down manna on them to eat, and gave them food from the heavens.
Psalms 78:25	Man ate the bread of angels. Elohim sent them food to the full.
Psalms 78:26	Elohim caused the east wind to blow in the heavens. By Elohim’s power Elohim guided the south wind.
Psalms 78:27	Elohim rained also flesh on them as the dust; winged birds as the sand of the seas.
Psalms 78:28	Elohim let them fall in the midst of their camp, around their habitations.
Psalms 78:29	So they ate, and were well filled. Elohim gave them their own desire.
Psalms 78:30	They didn't turn from their cravings. Their food was yet in their mouths,
Psalms 78:31	when the anger of Elohim went up against them, killed some of the fattest of them, and struck down the young people of Israel.
Psalms 78:32	For all this they still sinned, and didn't believe in Elohim’s wondrous works.
Psalms 78:33	Therefore Elohim consumed their days in vanity, and their years in terror.
Psalms 78:34	When Elohim killed them, then they inquired after Elohim. They returned and sought Elohim earnestly.
Psalms 78:35	They remembered that Elohim was their rock, the Most High Elohim, their redeemer.
Psalms 78:36	But they flattered Elohim with their mouth, and lied to Elohim with their tongue.
Psalms 78:37	For their heart was not right with Elohim, neither were they faithful in Elohim’s covenant.
Psalms 78:38	But Elohim, being merciful, forgave iniquity, and didn't destroy them. Yes, many times Elohim turned Elohim’s anger away, and didn't stir up all Elohim’s wrath.
Psalms 78:39	Elohim remembered that they were but flesh, a wind that passes away, and doesn't come again.
Psalms 78:40	How often they rebelled against Elohim in the wilderness, and grieved Elohim in the desert!
Psalms 78:41	They turned again and tempted Elohim, and provoked the Holy One of Israel.
Psalms 78:42	They didn't remember Elohim’s hand, nor the day when Elohim redeemed them from the adversary;
Psalms 78:43	how Elohim set Elohim’s signs in Mitzrayim, Elohim’s wonders in the field of Zoan,
Psalms 78:44	Elohim turned their rivers into blood, and their streams, so that they could not drink.
Psalms 78:45	Elohim sent among them swarms of flies, which devoured them; and frogs, which destroyed them.
Psalms 78:46	Elohim gave also their increase to the caterpillar, and their labor to the locust.
Psalms 78:47	Elohim destroyed their vines with hail, their sycamore fig trees with frost.
Psalms 78:48	Elohim gave over their livestock also to the hail, and their flocks to hot thunderbolts.
Psalms 78:49	Elohim threw on them the fierceness of Elohim’s anger, wrath, indignation, and trouble, and a band of angels of brokenness.
Psalms 78:50	Elohim made a path for Elohim’s anger. Elohim didn't spare their soul from death, but gave their life over to the pestilence,
Psalms 78:51	and struck all the firstborn in Mitzrayim, the chief of their strength in the tents of Ham.
Psalms 78:52	But Elohim led forth Elohim’s own people like sheep, and guided them in the wilderness like a flock.
Psalms 78:53	Elohim led them safely, so that they weren't afraid, but the sea overwhelmed their enemies.
Psalms 78:54	Elohim brought them to the border of Elohim’s sanctuary, to this mountain, which Elohim’s right hand had taken.
Psalms 78:55	Elohim also drove out the nations before them, allotted them for an inheritance by line, and made the tribes of Israel to dwell in their tents.
Psalms 78:56	Yet they tempted and rebelled against the Most High Elohim, and didn't keep the Most High’s testimonies;
Psalms 78:57	but turned back, and dealt treacherously like their fathers. They were turned aside like a deceitful bow.
Psalms 78:58	For they provoked the Most High to anger with their high places, and moved the Most High to jealousy with their engraved images.
Psalms 78:59	When Elohim heard this, Elohim was angry, and greatly abhorred Israel;
Psalms 78:60	So that Elohim forsook the tent of Shilo, the tent which Elohim placed among men;
Psalms 78:61	and delivered Elohim’s strength into captivity, Elohim’s glory into the adversary's hand.
Psalms 78:62	Elohim also gave Elohim’s people over to the sword, and was angry with Elohim’s inheritance.
Psalms 78:63	Fire devoured their young people. Their virgins had no wedding song.
Psalms 78:64	Their priests fell by the sword, and their widows couldn't weep.
Psalms 78:65	Then YHWH awakened as one out of sleep, like a mighty man who shouts by reason of wine.
Psalms 78:66	YHWH struck YHWH’s adversaries backward. YHWH put them to a perpetual reproach.
Psalms 78:67	Moreover YHWH rejected the tent of Yosef, and didn't choose the tribe of Efrayim,
Psalms 78:68	But chose the tribe of Yehudah, Har Tzion which YHWH loved.
Psalms 78:69	YHWH built YHWH’s sanctuary like the heights, like the earth which YHWH has established forever.
Psalms 78:70	YHWH also chose Dawid YHWH’s servant, and took him from the sheepfolds;
Psalms 78:71	from following the ewes that have their young, Elohim brought him to be the shepherd of Ya'akov, Elohim’s people, and Israel, Elohim’s inheritance.
Psalms 78:72	So he was their shepherd according to the integrity of his heart, and guided them by the skillfulness of his hands.
Psalms 79:1	Elohim, the nations have come into your inheritance. They have defiled your holy temple. They have laid Yerushalayim in heaps.
Psalms 79:2	They have given the dead bodies of your servants to be food for the birds of the heavens, the flesh of your saints to the animals of the earth.
Psalms 79:3	Their blood they have shed like water around Yerushalayim. There was no one to bury them.
Psalms 79:4	We have become a reproach to our neighbors, a scoffing and derision to those who are around us.
Psalms 79:5	How long, YHWH? Will you be angry forever? Will your jealousy burn like fire?
Psalms 79:6	Pour out your wrath on the nations that don't know you; on the kingdoms that don't call on your name;
Psalms 79:7	For they have devoured Ya'akov, and destroyed his homeland.
Psalms 79:8	Don't hold the iniquities of our forefathers against us. Let your tender mercies speedily meet us, for we are in desperate need.
Psalms 79:9	Help us, God of our salvation, for the glory of your name. Deliver us, and forgive our sins, for your name's sake.
Psalms 79:10	"Why should the nations say, ""Where is their God?"" Let it be known among the nations, before our eyes, that vengeance for your servants' blood is being poured out."
Psalms 79:11	Let the sighing of the prisoner come before you. According to the greatness of your power, preserve those who are sentenced to death.
Psalms 79:12	Pay back to our neighbors seven times into their bosom their reproach with which they have reproached you, YHWH.
Psalms 79:13	So we, your people and sheep of your pasture, will give you thanks forever. We will praise you forever, to all generations.
Psalms 80:1	Hear us, Shepherd of Israel, you who lead Yosef like a flock, you who sit above the cherubim, shine forth.
Psalms 80:2	Before Efrayim and Binyamin and Menashe, stir up your might! Come to save us!
Psalms 80:3	Turn us again, Elohim. Cause your face to shine, and we will be saved.
Psalms 80:4	YHWH God of Armies, How long will you be angry against the prayer of your people?
Psalms 80:5	You have fed them with the bread of tears, and given them tears to drink in large measure.
Psalms 80:6	You make us a source of contention to our neighbors. Our enemies laugh among themselves.
Psalms 80:7	Turn us again, God of Armies. Cause your face to shine, and we will be saved.
Psalms 80:8	You brought a vine out of Mitzrayim. You drove out the nations, and planted it.
Psalms 80:9	You cleared the ground for it. It took deep root, and filled the land.
Psalms 80:10	The mountains were covered with its shadow. Its boughs were like Elohim's cedars.
Psalms 80:11	It sent out its branches to the sea, Its shoots to the River.
Psalms 80:12	Why have you broken down its walls, so that all those who pass by the way pluck it?
Psalms 80:13	The boar out of the wood ravages it. The wild animals of the field feed on it.
Psalms 80:14	Turn again, we beg you, God of Armies. Look down from heavens, and see, and visit this vine,
Psalms 80:15	the stock which your right hand planted, the branch that you made strong for yourself.
Psalms 80:16	It's burned with fire. It's cut down. They perish at your rebuke.
Psalms 80:17	Let your hand be on the person of your right hand, on the child of humanity whom you made strong for yourself.
Psalms 80:18	So we will not turn away from you. Revive us, and we will call on your name.
Psalms 80:19	Turn us again, YHWH God of Armies. Cause your face to shine, and we will be saved.
Psalms 81:1	Sing aloud to Elohim, our strength! Make a joyful shout to the God of Ya'akov!
Psalms 81:2	Raise a song, and bring here the tambourine, the pleasant lyre with the harp.
Psalms 81:3	Blow the trumpet at the New Moon, at the full moon, on our feast day.
Psalms 81:4	For it is a statute for Israel, an ordinance of the God of Ya'akov.
Psalms 81:5	He appointed it in Yosef for a testimony, when he went out over the land of Mitzrayim, I heard a language that I didn't know.
Psalms 81:6	"""I removed his shoulder from the burden. His hands were freed from the basket."
Psalms 81:7	"You called in trouble, and I delivered you. I answered you in the secret place of thunder. I tested you at the waters of Meribah."" Selah."
Psalms 81:8	"""Hear, my people, and I will testify to you, Israel, if you would listen to me!"
Psalms 81:9	There shall be no strange god in you, neither shall you worship any foreign god.
Psalms 81:10	I am YHWH, your God, who brought you up out of the land of Mitzrayim. Open your mouth wide, and I will fill it.
Psalms 81:11	But my people didn't listen to my voice. Israel desired none of me.
Psalms 81:12	So I let them go after the stubbornness of their hearts, that they might walk in their own counsels.
Psalms 81:13	Oh that my people would listen to me, that Israel would walk in my ways!
Psalms 81:14	I would soon subdue their enemies, and turn my hand against their adversaries.
